0.004973	0.00042902	0.0047996	0.00014396
0.0047976	0.00023235	0.0046547	6.243e-05
0.0046224	0.00039053	0.0045098	9.5878e-05
0.0044474	9.313e-05	0.0043648	0.00039062
0.0042725	0.00023597	0.0042198	3.0152e-05
0.0040978	0.00025811	0.0040748	9.8808e-05
0.0039233	1.2551e-05	0.0039297	2.1124e-05
0.003749	0.00023045	0.0037847	0.00016718
0.0035749	0.00012956	0.0036396	4.8345e-06
0.003401	1.6846e-05	0.0034945	0.00031352
0.0032274	0.000158	0.0033495	6.587e-05
0.003054	5.8793e-05	0.0032044	2.992e-05
0.002881	3.5461e-05	0.0030594	9.4036e-05
0.0027084	5.5655e-05	0.0029145	0.00013292
0.0025361	3.7158e-05	0.0027696	2.8158e-05
0.0023644	4.4704e-05	0.0026248	0.00026127
0.0021932	9.3545e-06	0.0024802	8.2365e-05
0.0020227	0.00012848	0.0023357	6.9451e-05
0.0018531	5.2234e-05	0.0021914	1.3597e-05
0.0016847	9.0735e-05	0.0020474	6.1063e-05
0.0015176	0.0001055	0.0019038	8.8243e-06
0.0013526	6.7509e-05	0.0017606	8.8987e-05
0.0011902	6.3772e-05	0.001618	0.0001232
0.0010319	4.5937e-05	0.0014763	9.3163e-05
0.00087957	1.0901e-05	0.0013356	1.2006e-05
0.00073707	3.6143e-05	0.0011964	9.6741e-06
0.00061115	5.2131e-05	0.0010593	8.233e-05
0.00051407	4.4926e-05	0.00092524	8.3746e-05
0.00046418	1.2547e-05	0.00079589	4.2482e-05
0.00047645	9.9322e-06	0.00067396	7.3565e-06
0.00054662	3.0883e-05	0.00056434	4.6604e-05
0.00065631	4.2024e-05	0.0004757	1.6083e-05
0.00078915	3.291e-05	0.00042155	1.2392e-05
0.00093527	1.9264e-05	0.00041569	3.1024e-05
0.0010893	0.00010326	0.00046004	4.7553e-07
0.0012483	1.0245e-05	0.00054248	2.6282e-06
0.0014105	1.4911e-05	0.0006487	4.3328e-05
0.001575	2.2371e-05	0.00076895	4.6403e-05
0.001741	2.8981e-05	0.00089764	4.7225e-05
0.0019081	0.00011849	0.0010317	7.5281e-05
0.0020761	0.00011911	0.0011692	8.2691e-05
0.0022447	1.169e-05	0.0013092	0.0001023
0.0024138	0.00022477	0.0014509	4.1782e-05
0.0025832	0.00018823	0.0015939	0.00011038
0.0027529	0.00020312	0.001738	9.6748e-05
0.0029228	1.8532e-05	0.0018828	7.4657e-05
0.0030929	0.00026613	0.0020283	1.2492e-05
0.0032632	0.00030491	0.0021743	0.00016963
0.0034335	0.00033799	0.0023207	7.8344e-05
0.0036039	0.00030955	0.0024675	0.00014999
0.0037743	0.00029649	0.0026147	0.00019381
0.0039448	0.00020252	0.0027621	2.8951e-05
0.0041153	7.3088e-05	0.0029098	3.7213e-05
0.0042857	0.00017083	0.0030577	0.00016803
0.0044562	5.9683e-05	0.0032058	0.00015556
0.0046267	1.4292e-05	0.0033541	0.00029868
0.0047971	0.00045052	0.0035026	0.00027984
0.0049675	0.00014967	0.0036513	0.00026813
0.0051379	0.00015184	0.0038001	1.9506e-05
0.0053082	0.00017673	0.003949	2.8782e-05
0.0054785	0.00025588	0.0040981	3.6279e-05
0.0056487	0.00036615	0.0042473	0.00033908
0.0058189	1.468e-05	0.0043966	0.00041461
0.005989	0.0005044	0.0045461	0.00031082
0.0061591	0.00034431	0.0046956	6.2022e-05
0.0063291	0.00054056	0.0048453	0.00035018
0.006499	0.00022609	0.0049951	5.5123e-05
0.0066689	0.00029745	0.005145	6.045e-05
0.0068387	3.7093e-05	0.005295	0.00033926
0.0070084	0.00012412	0.0054451	0.00017904
0.0071781	0.00047577	0.0055953	0.00036583
0.0073477	0.00024308	0.0057456	0.00043042
0.0075172	0.00067541	0.005896	0.00034385
0.0076866	9.0822e-05	0.0060465	0.00044746
0.007856	0.0007765	0.0061971	0.00014552
0.0080253	0.00043335	0.0063478	0.00046653
0.0081945	0.00057929	0.0064985	0.00063075
0.0083637	0.00083594	0.0066494	0.00057646
0.0085328	0.00024561	0.0068003	5.8642e-05
0.0087017	0.00036071	0.0069514	0.00025472
0.0088707	0.00041234	0.0071025	0.00026222
0.0090395	0.00069058	0.0072537	0.0004969
0.0092083	0.00075342	0.007405	0.00044277
0.0093769	9.3977e-05	0.0075563	0.00059647
0.0095455	0.00017002	0.0077078	0.00028338
0.009714	0.00034935	0.0078593	0.00016192
0.0098825	5.6038e-05	0.008011	6.9428e-05
0.010051	0.00052454	0.0081627	0.0006301
0.010219	0.00034321	0.0083145	0.00017101
0.010387	0.00018247	0.0084663	0.00032872
0.010555	0.00022055	0.0086183	0.00047554
0.010723	0.00097064	0.0087703	0.0002008
0.010891	0.0007356	0.0089225	0.00057277
0.011059	0.00051809	0.0090747	0.00043965
0.011227	0.0010241	0.009227	0.00014011
0.011395	0.00011852	0.0093793	0.0007334
0.011562	0.00086203	0.0095318	9.5896e-05
0.01173	0.00086363	0.0096843	0.00028478
0.011897	0.00066847	0.0098369	0.0002335
0.012065	0.00022222	0.0099896	0.00053032
0.012232	0.00073051	0.010142	9.2801e-05
