0	-1.81E-05
2	-2.02E-04
4	-3.85E-04
6	-5.66E-04
8	-7.46E-04
10	-9.22E-04
12	-1.09E-03
0	2.49E-05
2	2.17E-04
4	4.08E-04
6	5.97E-04
8	7.85E-04
10	0.000968909
12	0.001144559
0	-2.33E-05
2	-2.10E-04
4	-3.95E-04
6	-5.79E-04
8	-7.61E-04
10	-9.40E-04
12	-0.00111045
0	2.32E-05
2	2.16E-04
4	4.07E-04
6	5.96E-04
8	7.84E-04
10	9.68E-04
12	1.14E-03
0	1.93E-05
2	2.12E-04
4	4.03E-04
6	5.93E-04
8	7.81E-04
10	9.65E-04
12	1.14E-03
0	-2.33E-05
2	2.15E-04
4	4.06E-04
6	5.95E-04
8	7.83E-04
10	9.67E-04
12	1.14E-03
0	2.47E-05
2	2.18E-04
4	4.10E-04
6	6.01E-04
8	7.90E-04
10	9.76E-04
12	1.15E-03
0	-2.35E-05
2	-2.14E-04
4	-4.04E-04
6	-5.92E-04
8	-7.79E-04
10	-9.62E-04
12	-1.14E-03
0	-2.04E-05
2	-2.14E-04
4	-4.07E-04
6	-5.98E-04
8	-7.88E-04
10	-9.74E-04
12	-1.15E-03
0	-2.39E-05
2	-2.17E-04
4	-4.09E-04
6	-6.00E-04
8	-7.89E-04
10	-9.74E-04
12	-1.15E-03
0	2.28E-05
2	2.16E-04
4	4.08E-04
6	5.99E-04
8	7.88E-04
10	9.73E-04
12	1.15E-03
0	-2.55E-05
2	-2.17E-04
4	-4.07E-04
6	-5.95E-04
8	-7.82E-04
10	-9.65E-04
12	-1.14E-03
