1.3173,-1.2866
1.3092,-1.2827
1.3012,-1.2787
1.2932,-1.2748
1.2853,-1.2708
1.2774,-1.2668
1.2695,-1.2628
1.2617,-1.2588
1.2539,-1.2547
1.2461,-1.2507
1.2383,-1.2467
1.2306,-1.2426
1.223,-1.2385
1.2153,-1.2345
1.2077,-1.2304
1.2001,-1.2263
1.1926,-1.2222
1.1851,-1.218
1.1776,-1.2139
1.1702,-1.2097
1.1628,-1.2056
1.1554,-1.2014
1.1481,-1.1972
1.1408,-1.193
1.1335,-1.1888
1.1263,-1.1846
1.1191,-1.1804
1.1119,-1.1762
1.1048,-1.1719
1.0977,-1.1677
1.0906,-1.1634
1.0836,-1.1591
1.0766,-1.1548
1.0696,-1.1505
1.0627,-1.1462
1.0558,-1.1419
1.0489,-1.1375
1.0421,-1.1332
1.0353,-1.1288
1.0285,-1.1245
1.0218,-1.1201
1.0151,-1.1157
1.0085,-1.1113
1.0018,-1.1069
0.99524,-1.1025
0.98868,-1.098
0.98216,-1.0936
0.97568,-1.0891
0.96922,-1.0847
0.9628,-1.0802
0.95642,-1.0757
0.95007,-1.0712
0.94375,-1.0667
0.93747,-1.0622
0.93122,-1.0577
0.92501,-1.0531
0.91883,-1.0486
0.91268,-1.044
0.90657,-1.0394
0.9005,-1.0348
0.89445,-1.0302
0.88845,-1.0256
0.88247,-1.021
0.87653,-1.0164
0.87063,-1.0118
0.86476,-1.0071
0.85892,-1.0024
0.85312,-0.99778
0.84735,-0.99309
0.84162,-0.9884
0.83592,-0.9837
0.83026,-0.97899
0.82463,-0.97427
0.81904,-0.96953
0.81348,-0.96479
0.80795,-0.96003
0.80246,-0.95527
0.797,-0.95049
0.79158,-0.9457
0.78619,-0.94091
0.78084,-0.9361
0.77552,-0.93128
0.77024,-0.92645
0.76499,-0.92161
0.75978,-0.91676
0.7546,-0.9119
0.74945,-0.90703
0.74434,-0.90215
0.73927,-0.89726
0.73423,-0.89236
0.72922,-0.88745
0.72425,-0.88252
0.71931,-0.87759
0.71441,-0.87265
0.70954,-0.86769
0.70471,-0.86273
0.69991,-0.85775
0.69515,-0.85277
0.69042,-0.84777
0.68573,-0.84277
0.68107,-0.83775
0.67645,-0.83273
0.67186,-0.82769
0.6673,-0.82264
0.66278,-0.81759
0.6583,-0.81252
0.65385,-0.80744
0.64944,-0.80235
0.64506,-0.79726
0.64071,-0.79215
0.6364,-0.78703
0.63213,-0.7819
0.62789,-0.77676
0.62368,-0.77161
0.61951,-0.76645
0.61538,-0.76128
0.61128,-0.75611
0.60721,-0.75092
0.60318,-0.74572
0.59919,-0.74051
0.59523,-0.73529
0.5913,-0.73006
0.58741,-0.72482
0.58356,-0.71957
0.57974,-0.71431
0.57595,-0.70904
0.5722,-0.70376
0.56848,-0.69847
0.5648,-0.69317
0.56116,-0.68786
0.55755,-0.68254
0.55398,-0.67721
0.55044,-0.67187
0.54693,-0.66652
0.54346,-0.66116
0.54003,-0.65579
0.53663,-0.65041
0.53326,-0.64502
0.52994,-0.63962
0.52664,-0.63421
0.52338,-0.62879
0.52016,-0.62336
0.51697,-0.61792
0.51382,-0.61248
0.5107,-0.60702
0.50762,-0.60155
0.50457,-0.59607
0.50156,-0.59058
0.49858,-0.58509
0.49564,-0.57958
0.49273,-0.57406
0.48986,-0.56853
0.48703,-0.563
0.48422,-0.55745
0.48146,-0.5519
0.47873,-0.54633
0.47603,-0.54076
0.47337,-0.53517
0.47075,-0.52958
0.46816,-0.52397
0.46561,-0.51836
0.46309,-0.51274
0.4606,-0.5071
0.45815,-0.50146
0.45574,-0.49581
0.45336,-0.49015
0.45102,-0.48448
0.44872,-0.4788
0.44644,-0.47311
0.44421,-0.46741
0.44201,-0.4617
0.43984,-0.45598
0.43771,-0.45025
0.43562,-0.44451
0.43356,-0.43877
0.43153,-0.43301
0.42954,-0.42724
0.42759,-0.42147
0.42567,-0.41568
0.42379,-0.40989
0.42194,-0.40409
0.42013,-0.39827
0.41835,-0.39245
0.41661,-0.38662
0.41491,-0.38078
0.41324,-0.37493
0.4116,-0.36907
0.41,-0.3632
0.40844,-0.35732
0.40691,-0.35144
0.40542,-0.34554
0.40396,-0.33964
0.40254,-0.33372
0.40115,-0.3278
0.3998,-0.32186
0.39848,-0.31592
0.3972,-0.30997
0.39596,-0.30401
0.39475,-0.29804
0.39357,-0.29206
0.39243,-0.28607
0.39133,-0.28008
0.39026,-0.27407
0.38923,-0.26806
0.38823,-0.26203
0.38727,-0.256
0.38634,-0.24996
0.38545,-0.24391
0.3846,-0.23785
0.38378,-0.23178
0.38299,-0.2257
0.38225,-0.21961
0.38153,-0.21351
0.38085,-0.20741
0.38021,-0.2013
0.3796,-0.19517
0.37903,-0.18904
0.3785,-0.1829
0.378,-0.17675
0.37753,-0.17059
0.3771,-0.16442
0.37671,-0.15825
0.37635,-0.15206
0.37603,-0.14587
0.37574,-0.13967
0.37549,-0.13346
0.37527,-0.12724
0.37509,-0.12101
0.37494,-0.11477
0.37483,-0.10852
0.37476,-0.10227
0.37472,-0.096006
0.37472,-0.089734
0.37475,-0.083453
0.37482,-0.077163
0.37492,-0.070865
0.37506,-0.064558
0.37523,-0.058243
0.37544,-0.051919
0.37568,-0.045586
0.37596,-0.039245
0.37628,-0.032895
0.37663,-0.026537
0.37702,-0.02017
0.37744,-0.013795
0.3779,-0.007411
0.37839,-0.0010187
0.37892,0.005382
0.37948,0.011791
0.38008,0.018209
0.38072,0.024635
0.38139,0.031069
0.3821,0.037512
0.38284,0.043964
0.38361,0.050423
0.38443,0.056891
0.38527,0.063368
0.38616,0.069852
0.38708,0.076345
0.38803,0.082847
0.38902,0.089356
0.39005,0.095874
0.39111,0.1024
0.3922,0.10893
0.39333,0.11548
0.3945,0.12203
0.3957,0.12859
0.39694,0.13515
0.39821,0.14173
0.39952,0.14831
0.40087,0.1549
0.40225,0.1615
0.40366,0.16811
0.40511,0.17473
0.4066,0.18135
0.40812,0.18798
0.40968,0.19463
0.41127,0.20127
0.4129,0.20793
0.41456,0.21459
0.41626,0.22127
0.41799,0.22795
0.41976,0.23463
0.42157,0.24133
0.42341,0.24804
0.42528,0.25475
0.42719,0.26147
0.42914,0.2682
0.43112,0.27493
0.43314,0.28167
0.43519,0.28843
0.43728,0.29519
0.4394,0.30195
0.44156,0.30873
0.44375,0.31551
0.44598,0.3223
0.44824,0.3291
0.45054,0.33591
0.45288,0.34272
0.45525,0.34954
0.45765,0.35637
0.4601,0.36321
0.46257,0.37005
0.46508,0.3769
0.46763,0.38376
0.47021,0.39063
0.47283,0.39751
0.47548,0.40439
0.47817,0.41128
0.48089,0.41818
0.48365,0.42508
0.48644,0.43199
0.48927,0.43892
0.49214,0.44584
0.49504,0.45278
0.49797,0.45972
0.50094,0.46667
0.50395,0.47363
0.50699,0.4806
0.51006,0.48757
0.51317,0.49455
0.51632,0.50154
0.5195,0.50853
0.52272,0.51553
